Instructor Name,Total Ins's Courses,Total Ins's Students,Total Ins Reviews,Avg Ins Rating,Instructor_ID
Tiago Ribeiro,3,3044,317,4.6,7558
Tiago Sampaio Corrêa,2,291,84,4.5,7559
Tiago Taquelim,1,3220,291,4.4,7560
Tiago de Almeida Marchi,41,1502,430,3.7,7561
Tiberiu Potec,2,19193,1289,4.6,7562
Tibet Ege Demir,2,294,47,4.4,7563
Tien Bui Duc,4,1395,172,4.7,7564
Tiffany Ford,2,522,42,4.1,7565
Tigran Ter-Karapetyants,12,411807,3553,4.4,7566
Tim Buchalka,13,1661513,446398,4.5,7567
Tim Buchalka's Learn Programming Academy,59,2167895,611280,4.5,7568
Tim Großmann,2,74766,545,4.1,7569
Tim Johnson,4,21070,706,4.4,7570
Tim MacLachlan,9,10886,2581,4.5,7571
Tim Schütz,7,80719,3374,4.1,7572
Tim Short,4,173333,23832,4.4,7573
Tim Smith,1,424,59,4.1,7574
Timnan Sheni,3,7203,118,3.6,7575
Timo Friedl,1,9,4,3.9,7576
Timo Jeske,1,813,121,4.2,7577
Timo Kerremans,1,41,5,4.7,7578
Timo | C# Development | .NET | DevOps,13,10430,1157,4.0,7579
Timothy Meixner,35,141926,27303,4.5,7580
Timothy Mugayi,2,2444,287,4.2,7581
Timotius Pamungkas,20,40406,4407,4.5,7582
Timur Kazantsev,22,32367,3973,4.5,7583
Timuçin Özdemir,1,1864,39,4.5,7584
Tin Huynh,1,7427,122,4.2,7585
Tinashe Munyaka,4,6880,405,4.2,7586
Tirendaz Academy,6,3378,269,4.5,7587
Tirion Learning,4,98,21,4.4,7588
"TitanTech Academy, LLC.",1,67,13,3.1,7589
Titi-Lola Kuku,1,564,113,4.4,7590
Tito Petri,46,67303,10282,4.5,7591
Tito de Barros Junior,1,140,40,3.7,7592
Tiziano Fiorenzani,1,130,31,4.4,7593
Toan Bill,27,3356,571,4.5,7594
Tobias Becker,46,95666,4400,4.4,7595
Tobias Gross,2,311,37,3.5,7596
Toby Weston,1,1806,195,4.4,7597
Tod Vachev,17,295344,29468,4.5,7598
Todd Boyd,1,6958,1662,4.7,7599
Todd McGrath,2,2303,293,3.9,7600
Todd McLeod,23,527173,103191,4.6,7601
Todsapon Banklongsi,34,3248,1238,4.6,7602
Tokko Oluwatomi,1,17674,25,4.4,7603
Tolga Karanlikoglu,1,272,34,4.9,7604
Tolgahan Özcan,4,96603,4686,4.3,7605
Tom Bailey,2,44034,7928,4.6,7606
Tom Bartel,1,2581,401,3.9,7607
Tom Duda,1,201,13,4.1,7608
Tom Ge,2,10,0,0.0,7609
Tom Gillies,3,2380,141,4.2,7610
Tom Hearn,1,642,79,4.5,7611
Tom Jay,11,55665,1433,4.1,7612
Tom Liao,3,2950,43,4.4,7613
Tom Phillips,22,112801,33734,4.6,7614
Tom Rutka,2,14190,212,4.1,7615
Tom Taulli,2,300,64,4.3,7616
Tom Thayer,2,467,135,4.4,7617
Tom Wechsler,22,18978,1535,4.7,7618
Tom Wickstead,1,6940,45,4.5,7619
Tom Wiztek,15,72103,1570,4.4,7620
Tom and Angela Hathaway,14,141156,25878,4.4,7621
Tomas Garay,1,72416,979,4.8,7622
Tomas Mikula,2,101028,1322,4.0,7623
Tomas Ruiz Diaz,9,121686,7459,4.6,7624
Tomasz Janik,2,311,44,3.5,7625
Tomasz Klewicki,4,259,23,4.1,7626
Tomasz Kądziołka,2,90,2,4.7,7627
Tomek Lecki,1,771,133,4.7,7628
Tommi Metsäpuro,1,34,6,4.7,7629
Tommy Kye,1,59,3,4.4,7630
Tommy Mertell,4,4453,195,4.1,7631
Tomohiro Furusawa （株式会社TenGen）,1,8329,1364,4.2,7632
Toms Blockchain Kurse,1,6356,36,4.3,7633
Toni Cuenca,2,5667,308,4.6,7634
Toni Hunt,3,288,67,4.7,7635
Tony Alamo,3,67,16,4.3,7636
Tony Poll,1,486,10,4.5,7637
Tony Robot,9,14419,728,3.9,7638
Tony Simonovsky,2,4464,483,4.5,7639
Tony Staunton,9,45241,1531,4.2,7640
Tony T,13,34475,1459,4.0,7641
Tony Xhepa,2,856,120,4.5,7642
Toolkiste Akademie,7,14078,2524,4.7,7643
ToolsQA .,1,11141,278,4.2,7644
Toon Macharis,1,15533,67,4.4,7645
Topictrick Education,2,1408,393,4.6,7646
Topped Career,2,2529,394,3.6,7647
Toppers Bootcamp,44,292181,10513,4.2,7648
Toru Tamaki,6,41602,6123,4.2,7649
Toshendra Sharma,41,41342,3937,3.8,7650
Total Seminars Over 1 Million Enrollments,45,726753,261748,4.6,7651
Toufiq Elahy,3,16776,240,4.4,7652
Touseef Arif,4,732,108,4.3,7653
Towards Techno,4,91026,274,4.0,7654
Toyin Akin,10,2239,292,4.1,7655
Traci Synatschk,2,13997,363,4.3,7656
Trainocate Lecturers,4,44240,8034,4.3,7657
Transport Studies,3,13612,479,4.5,7658
Travis Cuzick,4,133969,8092,4.6,7659
Travis Luong,7,1398,120,4.5,7660
Travis Rodgers,1,430,83,4.3,7661
Trenton Kidder,1,92,17,4.7,7662
Trevoir Williams,29,484379,24169,4.5,7663
Trevor Page,4,8440,1723,4.4,7664
Trevor Payne,1,494,78,3.9,7665
Trevor Sawler,17,85241,16751,4.6,7666
Trevor Smart,1,100,8,3.6,7667
Troy Amelotte,1,195,34,4.7,7668
Troy Garrett,4,2873,109,4.3,7669
Truong Nguyen,1,2474,108,4.0,7670
Trust Academy,11,851,115,4.8,7671
TruzzBlogg Learning,1,19667,205,4.1,7672
Tshiamo Motaung,1,13,1,5.0,7673
Tuan Nguyen Anh,1,10,1,5.0,7674
TubeGuruji Academy,2,46,8,4.0,7675
Tueseon Technologies,5,593,162,4.2,7676
Tufan Özdemir,1,700,195,4.2,7677
Tulsidas Patil,3,77,14,4.6,7678
Tuncay BAKKAL,10,4713,1047,4.3,7679
Tuncay EROL,38,56477,6548,4.7,7680
Tuncay Tiryaki,4,7635,1734,4.8,7681
Tuncer Byte,2,9937,33,4.3,7682
Tunde Sanusi,3,2666,33,4.0,7683
Tunde Victor Olonitola,48,88626,2548,4.7,7684
Tundra Feed and Supply Company,1,70,8,5.0,7685
Turai Mark Tamas,1,129,32,4.2,7686
Turgay Çelik,1,1788,245,4.5,7687
Turki Alqahtani,1,1016,26,4.7,7688
Turki Ayed Alanizi,2,157,40,4.9,7689
Tushar Khatri,1,6479,16,3.9,7690
Tutorial Drive,10,28581,1762,3.7,7691
Tutorials For VR,1,145,19,3.0,7692
TutorialsDaddy .,5,622,99,3.5,7693
Tutos Coders,6,28283,289,4.0,7694
Tuğba Güran,2,885,103,4.2,7695
Tuğba Kurtuluş,67,9559,681,3.6,7696
Ty Walls,1,1166,174,4.4,7697
Tyler DeLange,1,12319,2241,4.3,7698
Tyler Diderich,1,359,41,4.4,7699
Tyler Horvath,4,45791,1508,4.3,7700
Tyler Pedley,1,1771,569,4.2,7701
Tyler Reed,1,38,4,5.0,7702
Tyler Savery,1,165,16,4.4,7703
Tylor Chen,5,888,98,4.7,7704
Tyson Peters,3,68,16,4.7,7705
Tássio Gonçalves,3,4471,711,4.2,7706
Tô Minh Tiến,1,82,13,4.0,7707
Türkay Ürkmez,1,5384,216,4.3,7708
Türker Bilge Güney,1,688,59,4.5,7709
UI5 Community Network,18,71741,9206,4.3,7710
UNP United Network of Professionals,3,28184,1941,4.1,7711
USB Technologies,2,19,4,3.7,7712
Udacoding Official,14,17167,900,4.4,7713
Udayan Khattry,24,85248,6384,4.6,7714
Udicine™ Society,7,1531,243,4.6,7715
Udueghe Emmanuel John,3,728,5,4.5,7716
Ufinix Academy,4,8080,1428,4.3,7717
Ufuk Uğur Uranbey,1,194,18,4.1,7718
Ufusus Z,8,189,60,4.3,7719
Ugur Kilic,1,18,1,5.0,7720
Ugur Oktay,4,31143,6189,4.4,7721
Ulvi Allahverdiyev,1,84,28,4.5,7722
Umair Ahmed,1,13053,96,4.6,7723
Umair Ahmed Younas,7,2445,516,4.5,7724
Umair Elahi,1,1,1,4.0,7725
Umair Jameel,2,12633,214,4.3,7726
Umair Khan,1,7842,12,4.3,7727
Umair Naeem,2,11,0,0.0,7728
Umair Simjee,2,6438,104,4.7,7729
Umang Shah,2,7838,893,4.3,7730
Umar Ghoni,2,24,5,4.7,7731
Umar Hameed,1,1251,25,4.7,7732
Umar Lone,10,88962,10956,4.5,7733
Umer Nawab,1,11792,133,4.4,7734
Umut Ay,1,76,6,3.8,7735
Umut Badak,1,16588,763,4.6,7736
Umut Uncu,4,7237,339,4.6,7737
Umut Çetinkaya,1,261,29,4.4,7738
Umutcan ERKUT,1,1027,261,4.1,7739
UnicAI Team,1,10043,54,4.7,7740
Unity ゲーム開発ラボ,9,7011,909,4.4,7741
Universidade Global,11,32265,9587,4.7,7742
Universidade Prolins,4,510,46,4.3,7743
University Code,5,904,176,4.1,7744
University of Geeks,7,3521,556,3.6,7745
Unreal magic,6,27606,3920,4.6,7746
Up Degree,22,87948,5105,4.0,7747
UpDegree Pro,3,16963,160,3.6,7748
Uplatz Training,219,454037,19567,3.7,7749
Upskill Courses,1,2468,618,3.8,7750
Uridium Finance,3,57,4,4.5,7751
Urwashi Desai,2,2847,47,3.9,7752
Usaid Ather,2,15091,67,3.5,7753
Usama Arshad,1,2330,48,4.6,7754
Usama Elgendy,2,22984,1212,4.6,7755
Usama Musa Khan,15,2425,367,4.6,7756
Usman Mughal,1,150,22,4.6,7757
Usta Games,1,46,5,4.7,7758
Uthman Awad Mohammed,2,39,7,4.8,7759
Uzochukwu Eddie Odozi,7,59787,1478,4.5,7760
Uğurcan Çetin,2,46,2,5.0,7761
V Joneja,1,4,2,5.0,7762
"V2 Maestros, LLC",3,80128,3051,4.2,7763
VELİ HOCA,3,2754,579,4.6,7764
VENKATACHALAM MAHESWARI,2,1283,180,4.5,7765
VICONIC Development,4,13544,3923,4.4,7766
VJ Bambhaniya,1,31074,205,3.6,7767
VR School,5,12428,255,4.6,7768
VR Technologies,4,4681,716,4.5,7769
VRTECH E-Learning,2,1707,454,4.0,7770
VTC Software Training,23,3646,437,4.2,7771
Vacant Knight,1,61,14,4.3,7772
Vadim Sirbu,1,471,82,4.6,7773
Vahit Keskin,7,142527,26175,4.6,7774
Vaibhav Jain,3,2423,345,4.0,7775
Vaibhav Namburi,2,9715,281,4.4,7776
Vaibhav Singhal,14,293229,21682,4.4,7777
Valdir Cezar,10,15422,4010,4.6,7778
Valdmir Chimpolo,5,1344,203,4.6,7779
Valentin Bach,1,595,155,4.3,7780
Valentin Despa,16,637953,164459,4.6,7781
Valentin Fontana,1,14,2,3.9,7782
Valentina Alto,2,504,198,4.3,7783
Valentina Porcu,6,20502,3467,4.3,7784
Valentyn Sichkar,3,7680,1315,4.3,7785
Valerio Volpe,2,1964,462,4.5,7786
Valiveti Sekhar,2,1609,411,4.4,7787
Valter José de Aquino,4,1301,379,4.3,7788
Valter Lacerda de Andrade Junior,1,19,4,4.3,7789
Valuetech Academy,1,33279,955,4.4,7790
Van Looveren Stef,3,2580,523,4.3,7791
Van Nguyen,7,2213,194,4.4,7792
Vandaele Sebastien,1,111,34,4.6,7793
Vandana Soni,1,717,32,4.4,7794
Vanesa Gómez Paniza,3,425,75,4.5,7795
Vapa Academy,20,55502,822,4.3,7796
Varalaxmi B,2,13961,30,4.3,7797
Varaporn Phomvi-in,2,15,6,4.0,7798
Varda J,1,112,9,3.6,7799
Vardhhan Bala,3,2917,316,3.7,7800
Varinder K,25,28446,5038,4.3,7801
Varnas Spiros,1,71,13,3.8,7802
Varun Nath,1,1348,33,4.5,7803
Vasandkumar Kunasekaran,2,23773,1650,4.3,7804
Vasco Patrício,70,192342,29137,4.5,7805
Vasile Vasluian,5,100,46,4.9,7806
Vasiliy Sorokin,1,97,14,3.8,7807
Vasiliy Zukanov,11,52342,14648,4.6,7808
Vasyl Velmyk,3,939,252,4.3,7809
Vatan Bansal,2,26074,946,3.9,7810
Vaughn Clement,1,591,28,4.1,7811
Vaxi Drez,25,58115,8400,4.4,7812
Ved Prakash,3,28,3,4.9,7813
Vedvistara Technologies,3,4721,237,4.0,7814
Vee Kay,2,252,60,4.5,7815
Vejaeaprenda Treinamentos em Software,16,7430,2019,4.0,7816
Velchandru M,4,22452,3537,4.3,7817
Veli Demir,1,5500,96,4.7,7818
Velu R,1,8,1,5.0,7819
Venkat Kud,3,9863,1979,4.4,7820
Venkat Padaraju,1,2662,68,4.4,7821
VenkatM M,6,7839,468,4.2,7822
Venkata Reddy AI Classes,6,27737,589,4.3,7823
Venkatesh Mogili,1,82,28,4.3,7824
Venkatesh Varadachari,67,140744,9040,4.2,7825
Venugopal Rao,8,960107,14277,4.6,7826
Vertechs .IO,6,13450,3921,4.5,7827
Vertex Academy,3,13962,1779,4.6,7828
Very Academy,20,9834,1426,4.3,7829
Vetrivel Ravi,9,3674,69,4.3,7830
Veysel Kılıç,16,3100,2563,4.7,7831
Viacheslav Makhynko,4,1167,227,4.8,7832
Viana Patricio,10,64418,20462,4.6,7833
Vibe Coding Academy,1,94,13,4.9,7834
Vibin dave D,2,5673,22,3.6,7835
Vicki Watson,4,3346,576,4.6,7836
Vicky van der Zee (MSc),6,278,93,4.6,7837
Victor Antonio Blanco Gomez,1,2360,29,4.3,7838
Victor CHEN,11,738,146,4.6,7839
Victor Deno,5,5732,855,4.4,7840
Victor Gonzalez,2,4969,1217,4.4,7841
Victor Gorinov,10,101899,9753,4.4,7842
Victor Hugo Cárdenas Valenzuela,6,14675,5078,4.6,7843
Victor Hugo Negrisoli,3,5600,802,4.8,7844
Victor Mantovani,1,19,1,5.0,7845
Victor Morgante,1,34,5,4.4,7846
Victor Neene,1,94,12,4.4,7847
Victor Padovam,6,1794,489,3.7,7848
Victor Ponciano,1,25,10,4.2,7849
Victor Seiciuc,1,85,15,4.1,7850
Victor Simion,2,8815,26,4.4,7851
Victor Souza,6,4620,1298,4.4,7852
Victor TAKI,1,2534,35,4.1,7853
Victor Temprano,3,4183,765,4.4,7854
Video School,273,3157160,495087,4.5,7855
VideoLab by Jad Khalili,8,230043,13635,4.5,7856
Videopoint Grupa Helion,113,36339,3756,4.4,7857
Vidobu Eğitim,7,41559,2454,4.4,7858
Vidokul Eğitim,3,800,172,4.2,7859
Vidya Ranganathan,2,112,7,3.6,7860
Vidya Sagar H Penumatsa,2,19,2,3.4,7861
Vignesh Muthuvelan,1,20,3,3.8,7862
Vignesh Sekar,16,62203,22208,4.7,7863
Vigoma Trainings,1,25906,11,4.7,7864
Vijay Anand Ramakrishnan,3,5004,783,4.5,7865
Vijay K,1,98,16,3.6,7866
Vijay Kumar,21,246620,4130,4.4,7867
Vijay Patel,34,91278,3977,4.3,7868
Vijay Sabale,11,2214,129,4.2,7869
Vijay Shinde,2,24246,4296,3.8,7870
Vijay Singh,13,2726,118,4.1,7871
Vijay Thapa,3,37889,478,4.3,7872
Vijayraj Hole,3,699,67,3.7,7873
Vikas Munjal,12,18167,2599,4.5,7874
Vikas kumar,7,5861,525,4.1,7875
Vikash CV,2,528,28,4.6,7876
Vikash Kumar,3,2280,431,4.5,7877
Vikash Mishra,1,15962,74,4.1,7878
Vikash Shakya,7,448,66,4.3,7879
Vikram Singh,1,475,52,4.6,7880
Viktor Garske,15,5620,1129,4.2,7881
Viktor Lau,12,848,48,4.3,7882
Viktor Pyskunov,4,43357,8388,4.5,7883
Viktor Sarafraz,4,149,7,3.5,7884
Vin Norman,1,10878,2157,4.7,7885
Vinay Karode,5,34,5,4.0,7886
Vinay Kumar,26,132211,2154,4.1,7887
Vinay Kumar Patil,1,3480,456,4.5,7888
Vinay Phadnis,7,3961,549,3.9,7889
Vinay Singh,1,422,181,4.0,7890
Vinayak Bhosale,2,180,23,4.4,7891
Vince Petrelli,12,27064,4285,4.7,7892
Vince Wedde,1,59,6,3.3,7893
Vincent ANDRIEU,1,939,166,4.8,7894
Vincent Bongolan,1,16,1,5.0,7895
Vincent Dardel,1,1827,228,4.6,7896
Vincent Xu,2,2,0,0.0,7897
Vincenzo Manuel Scullino,1,35,12,4.2,7898
Vineet N,5,2207,262,4.1,7899
Vineet Srivastava,1,35,11,4.4,7900
Vineeta Vashistha,7,2537,581,4.2,7901
Vinicius Alexandre Silva,1,122,27,4.4,7902
Vinicius Barboza,2,904,115,4.5,7903
Vinicius Cesar Dias,1,18,8,4.8,7904
Vinicius Ferraz Campos Florentino,2,9048,1624,4.6,7905
Vinicius Galvão Luzeiro,1,53,21,4.5,7906
Vinicius Machado,2,87,8,4.4,7907
Vinicius Ribeiro,4,462,74,4.4,7908
Vinicius Silva,4,5411,1455,4.5,7909
Vinicius Vale,11,2740,318,4.3,7910
Vinicius de Melo Wagles,2,257,50,4.6,7911
Vinod Kumar Kayartaya,8,46507,797,4.6,7912
Vinoth Parthasarathy,2,63388,15463,4.8,7913
Vinoth Selvaraj,19,79519,12877,4.7,7914
Vinícius Pereira de Oliveira,10,4390,701,4.5,7915
Vinícius Thiengo,1,650,181,4.5,7916
Vinícius de Andrade ツ,12,24069,6496,4.7,7917
Vipin Sharma,5,23724,127,4.1,7918
Viraj Shetty,5,32723,4940,4.7,7919
Virtual Academy of Pakistan,7,4584,369,4.6,7920
Vishal Kumar Singh,2,39982,1140,4.2,7921
Vishal Saxena,15,30907,6967,4.4,7922
Vishal Vira,27,1794,356,4.1,7923
Vishay Bhatia,1,406,78,4.6,7924
Vishu Kamble,4,86184,850,4.4,7925
Vishu Vishnoi,1,150,16,4.6,7926
Vishwas Gopinath,5,170575,10089,4.5,7927
Vishwesh Singh,4,5041,182,4.1,7928
Vislavski Miroslav,2,1194,323,4.5,7929
Visualpath Pvt Ltd,6,2852,374,4.4,7930
Vitalii Shumylo,102,184347,9077,4.4,7931
Vitaliy html,1,8,4,5.0,7932
Vitaly Kovalev,1,81,21,4.2,7933
Vitor Coutinho,1,1242,313,4.6,7934
Vitor Diogo Alves,3,1914,391,4.6,7935
Vitor Mazuco,8,91770,22356,4.6,7936
Vitor Schuwartz Rocha,2,2031,218,4.2,7937
Vivek Kumar,2,13976,253,3.8,7938
Vivek Mehta,2,229,59,4.1,7939
Vivek Pandit,6,71963,962,4.2,7940
Vivek Raj Mishra,4,43,5,4.4,7941
Vivek Singh,1,285,58,4.0,7942
Vivek Vengala,10,27709,651,3.8,7943
Vivian Aranha,21,125820,1221,4.4,7944
Vlad Budnitski,5,149962,12450,4.5,7945
Vlad Cristea,6,544,148,4.4,7946
Vladica Lapcevic,1,9545,188,4.4,7947
Vladimir Grankin,2,54930,1004,4.3,7948
Vladimir Rodríguez,15,138646,6780,4.6,7949
Vladimir Zhbanko,12,10653,315,4.2,7950
Vladimiras Malyskinas,1,6,2,4.0,7951
Vladislav Zhirnov,1,35,7,3.7,7952
Vladyslav Bergman,1,4240,28,4.2,7953
Vladyslav Holiver,2,149,41,4.7,7954
Vladyslav Khambir,1,112,40,4.7,7955
Vojislav K.,15,10455,1866,4.3,7956
Volha Spirydovich,1,5,3,4.7,7957
Volkan Atış,6,16584,2105,4.4,7958
Volkan Istek,3,101002,2334,4.6,7959
Volkan Kartal,3,1851,38,4.4,7960
Volkan Kutlubay,4,824,111,4.1,7961
Volkan TAŞCI,3,95328,748,4.5,7962
Volodymyr Havryliuk,1,6,1,5.0,7963
Vulnsec Academy,4,5378,592,4.8,7964
Vyara Georgieva,14,28546,3419,4.3,7965
Vyom Classes,3,97,17,4.4,7966
Víctor Alfonso,4,16504,208,4.3,7967
Víctor Alonzo Estévez Chávez,1,122,3,3.6,7968
Víctor Ramos,35,144728,6378,4.5,7969
Víctor Robles,60,434143,108327,4.5,7970
Víctor Sánchez Rodriguez,2,132,35,4.2,7971
Vəhid Gəruslu,2,25,9,4.6,7972
W3 SOFT,3,161,32,4.3,7973
WAMM Marketing,40,67016,6263,4.5,7974
WANDERSON DE JESUS APARECIDO,2,935,114,4.1,7975
WILNOX ACADEMY,2,397,85,4.7,7976
WP So Simple,4,5699,144,4.4,7977
Wadson Guimatsa,5,42482,5560,4.4,7978
Wael ELSayed,5,88,18,4.3,7979
Wael HARBI,1,111,24,4.3,7980
Wael mahrous,1,1,1,5.0,7981
Wafo Martial Hermann,2,45,8,4.5,7982
Wagner Cardoso,19,85887,31679,4.8,7983
Wagner Sombra,5,3810,1139,4.3,7984
Wahi Soufiane,2,181,35,4.0,7985
Wahsidin tjan,1,408,28,4.1,7986
Wajih Bukhari,1,21980,332,4.5,7987
Waldir Antonio da Silva,1,19,8,4.9,7988
Waleed Adel,5,278,97,4.9,7989
Waleed Elshemy,2,7422,1647,4.3,7990
Waleed Ikhlaq,2,112,5,4.2,7991
Walid Doulache,2,476,23,4.1,7992
Walid Jadla,5,3682,112,4.3,7993
Walid Moheyeldin,1,235,42,4.5,7994
Walid asroo,2,8739,317,4.5,7995
Wallace Caldeira,3,1032,71,4.8,7996
Wallace Jesus de Amorim,2,32,3,5.0,7997
Wally Tauriac,1,223,37,3.9,7998
Walmyr Filho,11,21693,8689,4.8,7999
Walt Dombrowski,2,714,89,4.4,8000
"Walter Coto || +470,000 Estudiantes",49,479687,48069,4.5,8001
Walter Jorge,1,53,2,4.8,8002
Walter Medina,2,4376,67,4.5,8003
Wamiq Ur Rehman,1,8,1,5.0,8004
Wanchaloem Laokeut,10,1463,584,4.3,8005
Wandson Santos Barros,1,185,23,4.7,8006
Wang Morgan,10,324,109,4.5,8007
Wany Kim,1,91,15,4.5,8008
Wanys maurice,2,2065,110,4.9,8009
Waqas Mazhar,3,28638,6745,4.5,8010
Waris Ali Khan,1,13,3,5.0,8011
Warp 9 Training,12,151401,27877,4.5,8012
Warren Prasad,2,366,35,4.0,8013
We2Blocks - Blockchain,7,9784,1662,4.2,8014
Web 3.0 technology,1,73,9,5.0,8015
Web 3D,2,4014,63,4.6,8016
Web Academy,1,14,1,4.0,8017
Web Academy by Harsha Vardhan,12,152136,22892,4.6,8018
Web Adventure,5,1030,24,4.6,8019
Web Coding,35,543765,9884,4.3,8020
Web Oral,8,277287,6045,3.9,8021
Web Solution US,13,35836,2649,4.6,8022
Web University by Harsha Vardhan,13,151731,22876,4.6,8023
WebXR Academy,2,7943,566,4.5,8024
Weberson Rodrigues,14,18023,3440,4.6,8025
Webo Pedia,5,54504,577,4.1,8026
Wei Lin,1,19,4,5.0,8027
Wei Wei,7,7337,2034,4.5,8028
WeiChun (Marcus) Chang,1,1074,62,4.8,8029
Weili Yang,1,5,3,4.0,8030
Weisskopf21 GmbH,2,323,68,4.0,8031
Welisson Arley,1,4011,664,4.9,8032
Wellington Bezerra,1,136,39,4.6,8033
Wellington Cardoso,4,63,26,3.8,8034
Wellington Cesar Pinha da Silva,1,54,14,4.7,8035
Wellington Isac Souza,6,5740,1550,4.6,8036
Werner Böcker,5,11059,2146,4.6,8037
Werner Ovalle,1,16217,135,4.3,8038
Wes Doyle,1,1003,218,4.0,8039
Wes Higbee,1,933,11,3.9,8040
Wesley Cesar,2,36,9,4.4,8041
"Wesley Furlong, Ph.D.",1,62,12,5.0,8042
Wesley Gonçalves Luciano,1,77,32,4.6,8043
Wesley Hauser,1,40,10,4.9,8044
Wesley Thijs,13,157921,4309,4.3,8045
Wexcel Edu,6,112,22,4.1,8046
Wigor Paulo Magalhães Dos Reis,1,205,80,4.0,8047
Wilber Jose Matus Gonzalez,1,24265,250,4.2,8048
Wilfried Bertrand Wetta,4,530,87,4.5,8049
Wilhelm Laubach,6,17340,136,4.4,8050
Wiliam Nascimento,6,55424,16047,4.5,8051
Wilian Junior de Mello Lopes,2,466,12,4.5,8052
Will Bunker,1,25279,3531,4.3,8053
Will Fourie,7,8311,1032,4.6,8054
Will Jeffrey,1,2285,67,4.5,8055
Will Park,1,2555,565,4.4,8056
Will 保哥,8,3687,2231,4.8,8057
William Belisle,4,8751,1366,4.4,8058
William Bushee,2,1533,299,4.5,8059
"William Christiansen, Ph.D.",4,64,5,5.0,8060
William Farokhzad,3,77,17,4.6,8061
William Harpin,2,4181,1082,4.6,8062
William Oliver,1,582,61,3.5,8063
William Ryandinata,1,170,42,4.6,8064
William Santos,3,2284,305,4.5,8065
Williams Osei Abodunrin,1,1073,8,3.5,8066
Williamsapplicatie (Software company),3,814,213,4.0,8067
Willian Ferreira da Rocha,2,213,17,4.4,8068
Willian Justen de Vasconcellos,3,271090,39904,4.7,8069
Willians De Almeida,1,94,16,4.0,8070
Willow Bits,1,17678,328,4.6,8071
Wilmer Lin,7,33938,4655,4.7,8072
Wilmer Planchez,14,87881,3540,4.5,8073
Wilson Ren,9,32937,9205,4.7,8074
Wing Chan,1,120,23,3.9,8075
Winston Javier Castillo,5,5175,1523,4.4,8076
WireLabs Embedded Engineering,2,567,66,4.6,8077
Wishwa Anjula,2,9,2,5.0,8078
Wittaya Malaratn,1,146,24,4.8,8079
Wiz Tech,1,1131,10,4.3,8080
Wojciech Ciolko,1,3637,787,4.4,8081
Wojciech Goledzinowski,16,27120,469,4.6,8082
Wolney Marconi Maia,6,20899,2442,4.7,8083
Wonderful ART SRL RO40021690,3,329,120,4.7,8084
Woody Lewenstein,18,16325,2318,4.8,8085
Worawut Chaopradit,13,580,164,4.5,8086
WordPress Easy!,11,3398,155,4.5,8087
Wordpress Guru,22,150302,3247,4.4,8088
Working With Shopify,3,9799,748,4.2,8089
Wouter Vrijen,4,34434,8035,4.6,8090
Włodek Krakowski,2,2736,538,4.4,8091
X Code,2,360,44,4.1,8092
XEO Learning,4,3479,872,4.2,8093
XL Teaching,4,346170,1013,3.9,8094
Xavier Chelladurai,8,24571,1134,4.4,8095
Xavier Decuyper,3,36386,1628,4.5,8096
Xavier Espinoza,2,1489,174,4.3,8097
Xcourse Team,2,393,44,3.8,8098
Xiacaojun 夏曹俊,6,1554,335,4.4,8099
Xiaochun Wu,1,24,1,5.0,8100
Xiaodong Xu,2,64,5,4.2,8101
Xiaoqi Zhao,19,5391,123,4.4,8102
Xperian School,2,1336,16,4.3,8103
Xtra Connect,3,433,70,4.3,8104
YESI EDUCATION,46,628911,163903,4.4,8105
YEVHEN MAKSYMENKO,5,828,53,2.7,8106
YURI RIBEIRO,4,4609,458,4.3,8107
Yac A.,1,1020,127,3.9,8108
Yacine Rouizi,2,1198,36,4.3,8109
Yago Soares Camargo Nunes,1,27,12,4.8,8110
Yahya Khawam,1,1016,4,4.9,8111
Yahya Nabil ElAraby,1,569,188,4.7,8112
Yamin Shakil,4,14846,388,4.6,8113
Yamir Hidalgo Peña,9,8200,631,4.6,8114
Yan Arlex Vallejo Rosas,3,13587,311,4.5,8115
Yan Cui,2,8656,1327,4.2,8116
Yang-Xin (Eason) Cao,3,938,85,4.5,8117
Yaniv Salman,4,349,102,4.6,8118
Yanling Chin,2,424,98,4.4,8119
Yannick Yemo,4,17631,168,4.0,8120
Yao-Jen Kuo,9,10177,994,4.5,8121
Yarden Porat,1,361,75,4.6,8122
Yaren Akın,1,3790,173,3.9,8123
Yarob Al Mostafa,1,1726,796,4.8,8124
Yaroslav Shmarov,4,5567,529,4.5,8125
Yas web,1,5178,45,3.6,8126
Yasar Niyazoglu AI,3,3346,239,4.3,8127
Yasas Sri Wickramasinghe,4,47882,1949,4.3,8128
Yaser Eldabete,2,19844,552,4.0,8129
Yash Thakker,30,56679,13952,4.5,8130
Yashad Tayal,25,26704,4823,4.4,8131
Yashin Soraballee,2,2877,160,4.3,8132
Yasin Aktimur,8,17344,897,3.6,8133
Yasin Dalkılıç,5,2113,374,4.2,8134
Yasin MURATOĞULLARI,1,397,106,4.3,8135
Yasin TURKOGLU,1,164,31,4.7,8136
Yasin Taşdemir,5,2546,570,4.6,8137
Yasir Amir,9,966,62,4.3,8138
Yasir Mehmood,4,253424,3036,4.2,8139
Yasmin Vatankhah,1,21662,130,4.1,8140
Yasser Abbass,5,14530,108,4.0,8141
